uid,City Quadrant,Ward,Household Income,Household Tenancy,Highest Obtained Education,Average Age,Living with Children,Member of Visible Minority,Gender,Average Quality of Life Rating (1-10),"Change in Quality of Life in Last 3 Years ( 1 = improved, 2 = no change, 3 = worsen)",Average Living in Calgary Rating (1-10),Average Life in Cangary Rating (1-10),Average Neighbourhood Safety Rating (1-4)
dTA20boZ,Southwest,Ward 13,"Less than $30,000",Own,Some post secondary or college diploma,64,No,No,Female,5,3,4,6,2
pCM45faG,Southwest,Ward 6,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,61,No,No,Female,8,2,7,10,3
lIR53xbU,Southwest,Ward 6,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,47,Yes,No,Male,8,3,5,6,3
mZO80arW,Southwest,Ward 6,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,65,No,No,Male,9,1,8,9,4
lFK54omV,Southeast,Ward 9,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,59,No,No,Female,7,2,10,10,2
dJY83wyO,Southeast,Ward 14,"Less than $30,000",Own,Completed university degree or post-grad degree,75,No,Yes,Female,5,3,5,1,4
qAB36jsK,Southwest,Ward 8,"$45,000 to just under $60,000",Rent,Some post secondary or college diploma,61,No,Yes,Male,10,2,10,10,4
rLP95qzP,Southwest,Ward 6,"$120,000 and over (Net)",Own,Some post secondary or college diploma,56,No,No,Female,9,3,9,9,3
iVA69qrF,Southwest,Ward 8,"$45,000 to just under $60,000",Own,Some post secondary or college diploma,59,No,No,Female,3,3,1,5,4
yYC29yjC,Southwest,Ward 6,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,57,No,No,Male,8,3,5,7,3
nBI76yfN,Southwest,Ward 6,"$90,000 to just under $105,000",Own,Completed university degree or post-grad degree,77,No,No,Female,10,3,5,10,3
sMX57myW,Southwest,Ward 6,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,51,Yes,No,Male,8,2,6,7,4
yYP83ppG,Southwest,Ward 11,"$120,000 and over (Net)",Own,Some post secondary or college diploma,60,No,No,Male,7,2,8,10,3
zZE30kbS,Northwest,Ward 1,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,56,No,No,Female,7,2,6,7,4
uRJ18keJ,Northwest,Ward 1,"$105,000 to just under $120,000",Own,Some post secondary or college diploma,50,Yes,No,Female,8,2,8,8,3
iCW71ndW,Northeast,Ward 10,"$30,000 to just under $45,000",Own,Completed high school or less,71,No,Yes,Male,8,2,10,10,1
lVI12euS,Northeast,Ward 10,"$60,000 to just under $75,000",Own,Some post secondary or college diploma,61,No,No,Male,8,2,8,8,3
qTB42pmD,Southwest,Ward 8,"$75,000 to just under $90,000",Rent,Some post secondary or college diploma,32,No,Yes,Male,8,1,8,8,3
yPH82ztM,Northeast,Ward 10,"$45,000 to just under $60,000",Own,Completed high school or less,81,No,No,Female,8,2,10,10,4
iID88zeP,Southwest,Ward 6,"$120,000 and over (Net)",Rent,Some post secondary or college diploma,21,No,Yes,Male,8,2,7,8,2
aZP80ivZ,Northwest,Ward 1,"$105,000 to just under $120,000",Own,Some post secondary or college diploma,35,Yes,Yes,Male,9,2,8,10,4
bSI26jbP,Southeast,Ward 12,"$30,000 to just under $45,000",Rent,Some post secondary or college diploma,73,No,No,Female,7,2,10,10,3
mKH12voO,Northeast,Ward 5,"$60,000 to just under $75,000",Own,Some post secondary or college diploma,59,No,No,Female,2,3,3,3,1
vAK13jtM,Northeast,Ward 5,"$30,000 to just under $45,000",Own,Some post secondary or college diploma,23,No,No,Female,8,3,5,9,3
uBT79eyD,Northeast,Ward 10,"$120,000 and over (Net)",Own,Some post secondary or college diploma,62,No,No,Male,5,3,5,5,3
xVZ98kwM,Northeast,Ward 5,"Less than $30,000",Own,Completed high school or less,63,No,No,Male,1,3,1,1,3
fKL33mvE,Northeast,Ward 10,Don't Know,Own,Completed high school or less,44,No,No,Male,7,3,9,9,3
iZR95vrQ,Northeast,Ward 10,"Less than $30,000",Own,Some post secondary or college diploma,60,No,No,Female,3,3,7,7,2
kXW22qvJ,Southeast,Ward 14,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,43,Yes,No,Female,8,2,9,9,3
oRJ78ufJ,Southwest,Ward 8,"$90,000 to just under $105,000",Own,Completed university degree or post-grad degree,72,No,Yes,Female,8,2,8,8,2
hLJ79zzM,Southeast,Ward 12,"$120,000 and over (Net)",Own,Some post secondary or college diploma,63,No,No,Female,5,3,5,5,3
jSU70bwQ,Northeast,Ward 10,"$120,000 and over (Net)",Own,Some post secondary or college diploma,63,No,No,Male,2,3,1,1,2
pEO13lfY,Northeast,Ward 5,"$60,000 to just under $75,000",Own,Some post secondary or college diploma,65,No,No,Female,8,3,7,8,2
sWJ86ynS,Northwest,Ward 2,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,51,Yes,No,Female,9,3,6,6,3
qUI82zsP,Northwest,Ward 4,"$30,000 to just under $45,000",Own,Completed university degree or post-grad degree,80,No,No,Female,8,2,8,8,2
gNO59fvB,Northeast,Ward 3,Don't Know,Rent,Completed university degree or post-grad degree,24,No,Yes,Female,7,3,4,5,1
lGV47hjQ,Northwest,Ward 4,"$45,000 to just under $60,000",Own,Completed university degree or post-grad degree,79,No,No,Female,8,2,9,10,2
pLX57xiC,Southwest,Ward 11,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,62,No,No,Female,7,3,8,8,4
zFD34itH,Northwest,Ward 3,"$45,000 to just under $60,000",Own,Completed high school or less,69,No,No,Female,7,2,6,8,2
gCP60hvQ,Northwest,Ward 1,"$90,000 to just under $105,000",Own,Some post secondary or college diploma,62,No,No,Female,5,3,7,7,2
wTN65ozQ,Northeast,Ward 3,"$90,000 to just under $105,000",Don't Know,Completed high school or less,19,No,No,Male,9,1,10,10,3
wEV12ktL,Northeast,Ward 4,Don't Know,Own,Completed high school or less,69,No,No,Female,6,3,8,8,2
hCJ63waD,Southeast,Ward 9,"$90,000 to just under $105,000",Own,Some post secondary or college diploma,54,No,Yes,Male,4,3,3,3,3
vXA67bxE,Northwest,Ward 2,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,52,Yes,Yes,Male,8,2,8,9,4
bPB20krK,Northwest,Ward 2,Don't Know,Own,Some post secondary or college diploma,72,No,No,Female,5,3,8,8,3
mHG68adL,Northwest,Ward 3,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,50,No,No,Female,8,2,8,9,3
uKS43zaV,Southeast,Ward 12,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,41,Yes,No,Male,8,3,6,7,3
cCP98wjK,Northwest,Ward 4,"$105,000 to just under $120,000",Rent,Some post secondary or college diploma,36,Yes,No,Male,6,3,7,6,3
wRD23rsJ,Northwest,Ward 4,"$90,000 to just under $105,000",Own,Completed university degree or post-grad degree,38,Yes,Yes,Male,9,2,10,10,4
mKX32zkE,Southwest,Ward 6,Don't Know,Own,Completed university degree or post-grad degree,,No,Don't Know,Male,6,2,6,7,2
hYO85quI,Northwest,Ward 4,"$45,000 to just under $60,000",Own,Some post secondary or college diploma,64,Yes,No,Female,7,2,6,5,2
uQP65zzT,Northwest,Ward 7,"$90,000 to just under $105,000",Own,Completed university degree or post-grad degree,23,Yes,No,Female,8,1,6,10,3
gNK66wkX,Northeast,Ward 4,"Less than $30,000",Own,Completed high school or less,71,No,No,Female,7,3,9,9,3
kHW98quI,Northwest,Ward 1,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,71,No,No,Female,9,3,9,9,4
wDO86qkO,Northeast,Ward 3,"$90,000 to just under $105,000",Own,Some post secondary or college diploma,60,No,No,Female,8,2,8,8,3
oSZ31qjJ,Northwest,Ward 4,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,77,No,No,Male,7,3,5,7,3
bZS30rjB,Northwest,Ward 4,"$30,000 to just under $45,000",Own,Some post secondary or college diploma,68,No,No,Female,7,3,7,8,3
yWK53ehI,Northwest,Ward 1,"$120,000 and over (Net)",Own,Some post secondary or college diploma,38,Yes,No,Female,6,3,8,10,4
dPV74awZ,Northeast,Ward 3,"$105,000 to just under $120,000",Own,Some post secondary or college diploma,58,No,Yes,Male,6,3,6,5,3
xBB82xgY,Northeast,Ward 10,"$75,000 to just under $90,000",Own,Some post secondary or college diploma,29,Yes,No,Male,9,3,5,7,4
fVA90beO,Northwest,Ward 1,"$120,000 and over (Net)",Own,Some post secondary or college diploma,19,Yes,No,Male,9,1,10,10,4
gHF40ghL,Northwest,Ward 4,"$45,000 to just under $60,000",Own,Some post secondary or college diploma,60,No,No,Female,8,2,8,9,4
kPT35stT,Southwest,Ward 11,"$120,000 and over (Net)",Own,Some post secondary or college diploma,47,Yes,No,Male,9,1,10,10,4
uLM88bnX,Northwest,Ward 4,"$60,000 to just under $75,000",Own,Some post secondary or college diploma,84,No,No,Male,9,2,6,8,4
yXB50lcY,Northwest,Ward 2,"$90,000 to just under $105,000",Own,Completed high school or less,63,No,Yes,Female,5,3,8,8,3
xUQ94deO,Northwest,Ward 4,"$120,000 and over (Net)",Own,Some post secondary or college diploma,56,No,No,Male,9,1,9,9,4
mIL18edN,Southeast,Ward 9,"$90,000 to just under $105,000",Own,Some post secondary or college diploma,65,No,No,Male,3,2,,7,3
dGN29mkA,Northwest,Ward 4,"$45,000 to just under $60,000",Own,Completed university degree or post-grad degree,89,No,No,Female,7,2,8,8,2
yIP21kxM,Northwest,Ward 4,"$45,000 to just under $60,000",Rent,Some post secondary or college diploma,62,No,No,Female,7,3,6,8,4
cUP29xpQ,Northeast,Ward 4,"$30,000 to just under $45,000",Own,Completed high school or less,73,No,Yes,Female,9,2,10,9,3
pPY10dtW,Northeast,Ward 10,"$45,000 to just under $60,000",Own,Completed high school or less,54,No,No,Male,7,2,10,8,4
lTI25wcI,Northwest,Ward 2,"$90,000 to just under $105,000",Own,Some post secondary or college diploma,60,No,No,Male,8,2,8,8,4
uYQ48kaJ,Northeast,Ward 5,"$120,000 and over (Net)",Rent,Some post secondary or college diploma,34,No,No,Female,9,2,9,8,2
oOA63liP,Northwest,Ward 2,"$60,000 to just under $75,000",Own,Some post secondary or college diploma,80,No,No,Male,9,3,9,9,3
mIV15bsE,Northeast,Ward 3,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,61,No,No,Female,8,3,6,7,3
fMC63keK,Northwest,Ward 4,"$75,000 to just under $90,000",Rent,Completed high school or less,58,No,No,Female,6,2,5,5,3
pUF21caO,Southeast,Ward 9,"$45,000 to just under $60,000",Own,Completed university degree or post-grad degree,56,Yes,Yes,Female,8,4,10,10,4
jPW85uzA,Northwest,Ward 4,Don't Know,Own,Completed university degree or post-grad degree,64,No,No,Male,10,1,6,10,4
aFP14yzD,Northwest,Ward 2,"$90,000 to just under $105,000",Own,Completed university degree or post-grad degree,56,No,Don't Know,Female,5,3,7,9,4
aKS54lyS,Northwest,Ward 1,"$105,000 to just under $120,000",Own,Completed high school or less,66,No,No,Female,10,2,8,10,3
oOZ29crG,Northwest,Ward 1,Don't Know,Own,Some post secondary or college diploma,56,No,No,Female,7,1,5,7,4
zJN38ztP,Northwest,Ward 4,"$30,000 to just under $45,000",Own,Completed university degree or post-grad degree,25,No,No,Male,9,2,6,8,4
aVI88exQ,Northwest,Ward 1,"$45,000 to just under $60,000",Own,Some post secondary or college diploma,79,No,Don't Know,Female,5,3,4,5,1
iHX28gcK,Northwest,Ward 1,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,56,No,No,Female,10,2,9,10,4
nOR31afQ,Northeast,Ward 10,"$75,000 to just under $90,000",Own,Some post secondary or college diploma,20,No,Yes,Male,7,1,9,5,3
vQQ64ziH,Northwest,Ward 1,Don't Know,Own,Completed university degree or post-grad degree,56,No,No,Female,10,2,8,9,4
rWR98xiN,Northwest,Ward 2,"$60,000 to just under $75,000",Own,Completed university degree or post-grad degree,88,No,No,Female,9,2,7,10,4
eFJ73uuA,Northwest,Ward 2,"$90,000 to just under $105,000",Own,Completed university degree or post-grad degree,31,No,No,Female,8,2,8,8,3
pRY11atV,Southwest,Ward 8,"Less than $30,000",Rent,Some post secondary or college diploma,45,No,No,Female,8,3,7,8,3
uIL92tzD,Northwest,Ward 4,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,70,No,No,Male,10,2,10,10,4
jGH85rmS,Northwest,Ward 7,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,67,No,Yes,Male,8,3,10,10,3
xNI10ozN,Northwest,Ward 1,"$120,000 and over (Net)",Rent,Completed university degree or post-grad degree,26,No,No,Male,8,2,7,9,4
rJR46eiT,Northwest,Ward 2,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,61,No,No,Male,9,1,8,9,4
yCF12kqU,Northwest,Ward 3,Don't Know,Own,Some post secondary or college diploma,60,No,No,Female,7,3,5,5,3
uSS44iiZ,Northeast,Ward 4,Don't Know,Own,Completed university degree or post-grad degree,69,No,No,Female,7,2,8,9,3
oOZ74csZ,Northwest,Ward 1,Don't Know,Own,Completed university degree or post-grad degree,80,No,No,Female,9,2,7,9,2
hIX76tvO,Northwest,Ward 2,"Less than $30,000",Own,Completed high school or less,57,No,No,Male,7,2,7,7,4
mGG29jlY,Northeast,Ward 3,"$60,000 to just under $75,000",Own,Completed university degree or post-grad degree,76,No,No,Female,8,2,8,9,3
nBC24zbL,Northwest,Ward 2,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,46,No,No,Male,7,3,4,3,4
uQD24tuC,Southwest,Ward 2,"$45,000 to just under $60,000",Own,Completed university degree or post-grad degree,68,No,No,Male,7,2,8,5,4
nRT84zzW,Southwest,Ward 11,"$60,000 to just under $75,000",Own,Some post secondary or college diploma,50,No,No,Male,8,2,7,8,4
hQX87wzR,Northwest,Ward 2,"$120,000 and over (Net)",Own,Completed high school or less,50,No,No,Male,8,1,7,8,3
yFO46bjX,Northwest,Ward 4,"$90,000 to just under $105,000",Own,Completed university degree or post-grad degree,70,No,No,Male,5,3,2,8,2
fOP43nqE,Southeast,Ward 9,"$45,000 to just under $60,000",Rent,Some post secondary or college diploma,39,No,Yes,Male,6,3,2,2,4
tWT14noP,Northwest,Ward 3,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,36,Yes,No,Male,7,3,6,6,3
zOP20efV,Northwest,Ward 1,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,53,Yes,No,Male,8,1,10,10,4
iSD94dxB,Northwest,Ward 7,"$75,000 to just under $90,000",Rent,Some post secondary or college diploma,58,No,No,Female,8,2,10,10,4
oVN37ukB,Northwest,Ward 1,Don't Know,Own,Completed university degree or post-grad degree,,Yes,No,Male,9,2,9,8,4
qID88sqJ,Southwest,Ward 13,"$90,000 to just under $105,000",Own,Completed university degree or post-grad degree,63,No,Yes,Female,9,2,9,10,3
hFC54moW,Northwest,Ward 2,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,68,No,No,Female,9,2,8,10,3
dAM16qiV,Northwest,Ward 7,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,25,No,Yes,Female,9,1,7,9,4
tKP48yzW,Northwest,Ward 4,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,45,No,No,Female,7,2,4,4,3
jQT57btV,Northwest,Ward 7,Don't Know,Own,Completed university degree or post-grad degree,77,No,No,Female,9,1,7,9,3
jTD81fqR,Northwest,Ward 1,Don't Know,Own,Completed university degree or post-grad degree,,No,No,Female,8,2,3,6,4
uBZ22mqM,Northwest,Ward 1,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,46,No,No,Male,7,3,6,6,3
lKL35khB,Northwest,Ward 7,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,65,No,No,Male,7,3,5,7,4
hZI21qjY,Northwest,Ward 7,"$60,000 to just under $75,000",Own,Completed high school or less,78,No,No,Male,6,3,9,8,4
qMQ82saQ,Northwest,Ward 7,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,90,No,No,Female,9,2,7,10,2
lGL57iuB,Northwest,Ward 4,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,72,No,No,Male,8,2,8,8,4
kCU62mmU,Northwest,Ward 7,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,42,No,No,Male,7,2,7,8,4
bSF29mmH,Northwest,Ward 2,"$45,000 to just under $60,000",Own,Completed university degree or post-grad degree,73,No,No,Female,8,1,10,10,4
xWW15rzG,Northwest,Ward 1,"$60,000 to just under $75,000",Own,Completed university degree or post-grad degree,78,No,No,Female,10,2,10,10,3
jZG15iwX,Northwest,Ward 2,"$60,000 to just under $75,000",Own,Completed university degree or post-grad degree,65,No,Yes,Male,8,2,7,7,3
sII90ydM,Northwest,Ward 4,"$30,000 to just under $45,000",Own,Some post secondary or college diploma,69,No,No,Female,10,2,10,10,3
oPU80idK,Northwest,Ward 1,"$45,000 to just under $60,000",Own,Completed university degree or post-grad degree,63,No,Yes,Female,8,2,6,8,4
eDO90pmN,Northwest,Ward 4,"$120,000 and over (Net)",Own,Some post secondary or college diploma,63,No,No,Male,8,2,10,10,4
tSS93keQ,Northwest,Ward 1,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,49,Yes,No,Female,8,3,7,7,3
zHV56iqS,Northwest,Ward 7,"$30,000 to just under $45,000",Rent,Completed high school or less,58,No,No,Female,8,2,9,9,2
qIA77rhG,Northwest,Ward 1,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,31,No,No,Female,8,2,7,7,3
bSY25bxF,Northwest,Ward 1,"$90,000 to just under $105,000",Rent,Some post secondary or college diploma,38,No,Yes,Female,8,2,8,8,3
aXS40yaM,Northwest,Ward 1,"$120,000 and over (Net)",Own,Some post secondary or college diploma,56,Yes,No,Female,9,3,6,9,4
rEN20hiN,Northwest,Ward 1,"$45,000 to just under $60,000",Own,Some post secondary or college diploma,42,No,No,Female,7,2,6,7,2
qLZ54vsY,Northwest,Ward 4,"$60,000 to just under $75,000",Own,Completed university degree or post-grad degree,57,No,No,Female,7,2,,6,4
kTM46qtP,Northwest,Ward 1,"$120,000 and over (Net)",Own,Some post secondary or college diploma,38,Yes,No,Female,9,2,7,8,4
gZV62taP,Northwest,Ward 1,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,58,No,No,Male,8,3,7,9,3
zAC47nlB,Northwest,Ward 1,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,69,No,No,Male,8,2,7,8,4
yFH80mjP,Northwest,Ward 2,"$75,000 to just under $90,000",Own,Completed university degree or post-grad degree,43,No,No,Male,9,2,10,10,4
bPY86lbC,Northwest,Ward 1,Don't Know,Don't Know,Completed university degree or post-grad degree,,No,No,Female,7,3,6,8,3
aWC94jrZ,Northwest,Ward 1,"Less than $30,000",Own,Completed high school or less,72,No,No,Female,8,1,8,10,3
jGV14whN,Northwest,Ward 4,"$90,000 to just under $105,000",Rent,Some post secondary or college diploma,48,Yes,No,Male,10,3,10,10,4
jQB37fcF,Northwest,Ward 1,"Less than $30,000",Own,Some post secondary or college diploma,71,No,No,Female,8,1,7,7,4
zZY21zeM,Southwest,Ward 6,"$105,000 to just under $120,000",Own,Completed university degree or post-grad degree,42,Yes,No,Male,8,1,10,10,4
sMG19bbY,Southeast,Ward 14,"$120,000 and over (Net)",Own,Some post secondary or college diploma,44,No,No,Male,8,3,7,7,4
yAA74isZ,Northwest,Ward 4,"$120,000 and over (Net)",Own,Completed university degree or post-grad degree,45,Yes,No,Female,7,3,7,8,4
rAR62gwZ,Northwest,Ward 1,"$120,000 and over (Net)",Own,Some post secondary or college diploma,62,Yes,No,Female,8,1,10,8,4
cET87yoB,Northwest,Ward 1,Don't Know,Own,Completed high school or less,81,No,No,Female,8,1,7,10,2
wKB90cnB,Northeast,Ward 3,"$120,000 and over (Net)",Own,Some post secondary or college diploma,52,No,No,Female,8,2,8,8,3
eBP73xiF,Northwest,Ward 3,Don't Know,Own,Completed university degree or post-grad degree,,No,No,Female,9,2,10,10,4
gWU32efU,Southwest,Ward 8,"Less than $30,000",Rent,Some post secondary or college diploma,75,No,No,Female,10,2,5,10,1
sBN61caX,Northwest,Ward 4,"$60,000 to just under $75,000",Rent,Some post secondary or college diploma,73,No,No,Female,8,1,6,8,1
aAV26thA,Northwest,Ward 2,"$30,000 to just under $45,000",Own,Completed university degree or post-grad degree,64,No,No,Female,8,3,8,8,3
